Date,Open,High,Low,Close,Adj Close,Volume
2020-04-08,165.6699981689453,166.6699981689453,163.5,165.1300048828125,161.7712860107422,48318200
2020-04-09,166.36000061035156,167.3699951171875,163.3300018310547,165.13999938964844,161.78106689453125,51385100
2020-04-13,164.35000610351562,165.57000732421875,162.3000030517578,165.50999450683594,162.14353942871094,41905300
2020-04-14,169.0,173.75,168.0,173.6999969482422,170.16697692871094,52874300
2020-04-15,171.1999969482422,173.57000732421875,169.24000549316406,171.8800048828125,168.38397216796875,40940800
2020-04-16,174.3000030517578,177.27999877929688,172.89999389648438,177.0399932861328,173.4390106201172,50479600
2020-04-17,179.5,180.0,175.8699951171875,178.60000610351562,174.96731567382812,52765600
2020-04-20,176.6300048828125,178.75,174.99000549316406,175.05999755859375,171.49929809570312,36669600
2020-04-21,173.5,173.6699981689453,166.11000061035156,167.82000732421875,164.40655517578125,56203700
2020-04-22,171.38999938964844,174.0,170.82000732421875,173.52000427246094,169.9906463623047,34620200
2020-04-23,174.11000061035156,175.05999755859375,170.91000366210938,171.4199981689453,167.93333435058594,32790800
2020-04-24,172.05999755859375,174.55999755859375,170.7100067138672,174.5500030517578,170.9996795654297,34277600
2020-04-27,176.58999633789062,176.89999389648438,173.3000030517578,174.0500030517578,170.50985717773438,33194400
2020-04-28,175.58999633789062,175.6699981689453,169.38999938964844,169.80999755859375,166.3560791015625,34392700
2020-04-29,173.22000122070312,177.67999267578125,171.8800048828125,177.42999267578125,173.8210906982422,51286600
2020-04-30,180.0,180.39999389648438,176.22999572753906,179.2100067138672,175.56488037109375,53875900
2020-05-01,175.8000030517578,178.63999938964844,174.00999450683594,174.57000732421875,171.01927185058594,39370500
2020-05-04,174.49000549316406,179.0,173.8000030517578,178.83999633789062,175.20242309570312,30372900
2020-05-05,180.6199951171875,183.64999389648438,179.89999389648438,180.75999450683594,177.08334350585938,36839200
2020-05-06,182.0800018310547,184.1999969482422,181.6300048828125,182.5399932861328,178.8271484375,32139300
2020-05-07,184.1699981689453,184.5500030517578,182.5800018310547,183.60000610351562,179.8656005859375,28316000
2020-05-08,184.97999572753906,185.0,183.36000061035156,184.67999267578125,180.92361450195312,30877800
2020-05-11,183.14999389648438,187.50999450683594,182.85000610351562,186.74000549316406,182.9417266845703,30892700
2020-05-12,186.8000030517578,187.0399932861328,182.3000030517578,182.50999450683594,178.7977752685547,32038200
2020-05-13,182.5500030517578,184.0500030517578,176.5399932861328,179.75,176.0939178466797,44711500
2020-05-14,177.5399932861328,180.69000244140625,175.67999267578125,180.52999877929688,176.8580322265625,41873900
2020-05-15,179.05999755859375,187.05999755859375,177.0,183.16000366210938,179.43453979492188,46610400
2020-05-18,185.75,186.1999969482422,183.9600067138672,184.91000366210938,181.14894104003906,35264500
2020-05-19,185.02999877929688,186.60000610351562,183.49000549316406,183.6300048828125,179.89495849609375,26799100
2020-05-20,184.80999755859375,185.85000610351562,183.94000244140625,185.66000366210938,182.39027404785156,31261300
2020-05-21,185.39999389648438,186.6699981689453,183.2899932861328,183.42999267578125,180.1995086669922,29119500
2020-05-22,183.19000244140625,184.4600067138672,182.5399932861328,183.50999450683594,180.27810668945312,20826900
2020-05-26,186.33999633789062,186.5,181.10000610351562,181.57000732421875,178.37228393554688,36073600
2020-05-27,180.1999969482422,181.99000549316406,176.60000610351562,181.80999755859375,178.60804748535156,39517100
2020-05-28,180.74000549316406,184.14999389648438,180.3800048828125,181.39999389648438,178.2052764892578,33810200
2020-05-29,182.72999572753906,184.27000427246094,180.41000366210938,183.25,180.022705078125,42130400
2020-06-01,182.5399932861328,183.0,181.4600067138672,182.8300018310547,179.610107421875,22622400
2020-06-02,184.25,185.0,181.35000610351562,184.91000366210938,181.65345764160156,30794600
2020-06-03,184.82000732421875,185.94000244140625,183.5800018310547,185.36000061035156,182.09555053710938,27311000
2020-06-04,184.3000030517578,185.83999633789062,182.3000030517578,182.9199981689453,179.69850158691406,28761800
2020-06-05,182.6199951171875,187.72999572753906,182.00999450683594,187.1999969482422,183.90313720703125,39893600
2020-06-08,185.94000244140625,188.5500030517578,184.44000244140625,188.36000061035156,185.04270935058594,33211600
2020-06-09,188.0,190.6999969482422,187.25999450683594,189.8000030517578,186.45733642578125,29783900
2020-06-10,191.1300048828125,198.52000427246094,191.00999450683594,196.83999633789062,193.37338256835938,43872300
2020-06-11,193.1300048828125,195.75999450683594,186.07000732421875,186.27000427246094,182.98953247070312,52854700
2020-06-12,190.5399932861328,191.72000122070312,185.17999267578125,187.74000549316406,184.4336395263672,43373600
2020-06-15,184.5800018310547,190.82000732421875,184.00999450683594,188.94000244140625,185.6124725341797,32770200
2020-06-16,192.88999938964844,195.5800018310547,191.4600067138672,193.57000732421875,190.1609649658203,42556700
2020-06-17,195.02999877929688,196.32000732421875,193.69000244140625,194.24000549316406,190.81915283203125,25687800
2020-06-18,194.0,196.49000549316406,194.0,196.32000732421875,192.86251831054688,23061600
2020-06-19,198.58999633789062,199.2899932861328,194.3699951171875,195.14999389648438,191.713134765625,44441100
2020-06-22,195.7899932861328,200.75999450683594,195.22999572753906,200.57000732421875,197.0376739501953,32818900
2020-06-23,202.08999633789062,203.9499969482422,201.42999267578125,201.91000366210938,198.35406494140625,30917400
2020-06-24,201.60000610351562,203.25,196.55999755859375,197.83999633789062,194.3557586669922,36740600
2020-06-25,197.8000030517578,200.61000061035156,195.47000122070312,200.33999633789062,196.81173706054688,27803900
2020-06-26,199.72999572753906,199.88999938964844,194.8800048828125,196.3300018310547,192.87234497070312,54675800
2020-06-29,195.77999877929688,198.52999877929688,193.5500030517578,198.44000244140625,194.94522094726562,26701600
2020-06-30,197.8800048828125,204.39999389648438,197.74000549316406,203.50999450683594,199.9259033203125,34310300
2020-07-01,203.13999938964844,206.35000610351562,201.77000427246094,204.6999969482422,201.0949249267578,32061200
2020-07-02,205.67999267578125,208.02000427246094,205.0,206.25999450683594,202.6274871826172,29315800
2020-07-06,208.8300018310547,211.1300048828125,208.08999633789062,210.6999969482422,206.98928833007812,31897600
2020-07-07,210.4499969482422,214.6699981689453,207.99000549316406,208.25,204.58242797851562,33600700
2020-07-08,210.07000732421875,213.25999450683594,208.69000244140625,212.8300018310547,209.08177185058594,33600000
2020-07-09,216.3300018310547,216.3800048828125,211.47000122070312,214.32000732421875,210.54550170898438,33121700
2020-07-10,213.6199951171875,214.0800018310547,211.0800018310547,213.6699981689453,209.90696716308594,26177600
2020-07-13,214.47999572753906,215.8000030517578,206.5,207.07000732421875,203.4231719970703,38135600
2020-07-14,206.1300048828125,208.85000610351562,202.02999877929688,208.35000610351562,204.68064880371094,37591800
2020-07-15,209.55999755859375,211.3300018310547,205.02999877929688,208.0399932861328,204.37611389160156,32179400
2020-07-16,205.39999389648438,205.6999969482422,202.30999755859375,203.9199981689453,200.32867431640625,29940700
2020-07-17,204.47000122070312,205.0399932861328,201.38999938964844,202.8800048828125,199.30702209472656,31635300
2020-07-20,205.0,212.3000030517578,203.00999450683594,211.60000610351562,207.87339782714844,36884800
2020-07-21,213.66000366210938,213.94000244140625,208.02999877929688,208.75,205.0736083984375,37990400
2020-07-22,209.1999969482422,212.3000030517578,208.38999938964844,211.75,208.02078247070312,49605700
2020-07-23,207.19000244140625,210.9199981689453,202.14999389648438,202.5399932861328,198.9729461669922,67457000
2020-07-24,200.4199981689453,202.86000061035156,197.50999450683594,201.3000030517578,197.75482177734375,39827000
2020-07-27,201.47000122070312,203.97000122070312,200.86000061035156,203.85000610351562,200.25991821289062,30160900
2020-07-28,203.61000061035156,204.6999969482422,201.74000549316406,202.02000427246094,198.46212768554688,23251400
2020-07-29,202.5,204.64999389648438,202.00999450683594,204.05999755859375,200.4661865234375,19632600
2020-07-30,201.0,204.4600067138672,199.57000732421875,203.89999389648438,200.3090057373047,25079600
2020-07-31,204.39999389648438,205.10000610351562,199.00999450683594,205.00999450683594,201.3994598388672,51044000
2020-08-03,211.52000427246094,217.63999938964844,210.44000244140625,216.5399932861328,212.72640991210938,78983000
2020-08-04,214.1699981689453,214.77000427246094,210.30999755859375,213.2899932861328,209.53363037109375,49280100
2020-08-05,214.89999389648438,215.0,211.57000732421875,212.94000244140625,209.18980407714844,28806400
2020-08-06,212.33999633789062,216.3699951171875,211.5500030517578,216.35000610351562,212.53976440429688,32656800
2020-08-07,214.85000610351562,215.6999969482422,210.92999267578125,212.47999572753906,208.73793029785156,27820400
2020-08-10,211.6699981689453,211.8800048828125,206.35000610351562,208.25,204.58242797851562,36716500
2020-08-11,207.16000366210938,207.64999389648438,203.13999938964844,203.3800048828125,199.79818725585938,36446500
2020-08-12,205.2899932861328,210.27999877929688,204.75,209.19000244140625,205.50587463378906,28013100
2020-08-13,209.44000244140625,211.35000610351562,208.14999389648438,208.6999969482422,205.02450561523438,22588900
2020-08-14,208.75999450683594,209.58999633789062,207.50999450683594,208.89999389648438,205.22097778320312,17958900
2020-08-17,209.60000610351562,211.19000244140625,208.9199981689453,210.27999877929688,206.57666015625,20184800
2020-08-18,210.52999877929688,212.36000061035156,209.2100067138672,211.49000549316406,207.765380859375,21336200
2020-08-19,211.49000549316406,212.10000610351562,209.25,209.6999969482422,206.50486755371094,27627600
2020-08-20,209.5399932861328,215.0,208.91000366210938,214.5800018310547,211.3105010986328,26981500
2020-08-21,213.86000061035156,216.25,212.85000610351562,213.02000427246094,209.77426147460938,36249300
2020-08-24,214.7899932861328,215.52000427246094,212.42999267578125,213.69000244140625,210.43405151367188,25460100
2020-08-25,213.10000610351562,216.61000061035156,213.10000610351562,216.47000122070312,213.1717071533203,23043700
2020-08-26,217.8800048828125,222.08999633789062,217.36000061035156,221.14999389648438,217.78038024902344,39600800
2020-08-27,222.88999938964844,231.14999389648438,219.39999389648438,226.5800018310547,223.12767028808594,57602200
2020-08-28,228.17999267578125,230.63999938964844,226.5800018310547,228.91000366210938,225.4221649169922,26292900
2020-08-31,227.0,228.6999969482422,224.30999755859375,225.52999877929688,222.09365844726562,28774200
2020-09-01,225.50999450683594,227.4499969482422,224.42999267578125,227.27000427246094,223.80715942382812,25725500
2020-09-02,227.97000122070312,232.86000061035156,227.35000610351562,231.64999389648438,228.1204071044922,34080800
2020-09-03,229.27000427246094,229.30999755859375,214.9600067138672,217.3000030517578,213.98904418945312,58400300
2020-09-04,215.10000610351562,218.36000061035156,205.19000244140625,214.25,210.98553466796875,59664100
2020-09-08,206.5,210.02999877929688,202.1999969482422,202.66000366210938,199.57212829589844,52924300
2020-09-09,207.60000610351562,214.83999633789062,206.6999969482422,211.2899932861328,208.0706329345703,45679000
2020-09-10,213.39999389648438,214.74000549316406,204.11000061035156,205.3699951171875,202.24082946777344,35461500
2020-09-11,207.1999969482422,208.6300048828125,201.24000549316406,204.02999877929688,200.92124938964844,33620100
2020-09-14,204.24000549316406,209.1999969482422,204.02999877929688,205.41000366210938,202.2802276611328,30375800
2020-09-15,208.4199981689453,209.77999877929688,206.92999267578125,208.77999877929688,205.598876953125,21823900
2020-09-16,210.6199951171875,210.64999389648438,204.63999938964844,205.0500030517578,201.92572021484375,26328100
2020-09-17,200.0500030517578,204.3300018310547,199.9600067138672,202.91000366210938,199.81832885742188,34011300
2020-09-18,202.8000030517578,203.64999389648438,196.25,200.38999938964844,197.3367156982422,55225300
2020-09-21,197.19000244140625,202.7100067138672,196.3800048828125,202.5399932861328,199.4539337158203,39839700
2020-09-22,205.05999755859375,208.10000610351562,202.0800018310547,207.4199981689453,204.25961303710938,33517100
2020-09-23,207.89999389648438,208.10000610351562,200.02999877929688,200.58999633789062,197.53366088867188,30803800
2020-09-24,199.85000610351562,205.57000732421875,199.1999969482422,203.19000244140625,200.0940399169922,31202500
2020-09-25,203.5500030517578,209.0399932861328,202.5399932861328,207.82000732421875,204.65350341796875,29437300
2020-09-28,210.8800048828125,212.57000732421875,208.05999755859375,209.44000244140625,206.24880981445312,32004900
2020-09-29,209.35000610351562,210.07000732421875,206.80999755859375,207.25999450683594,204.10203552246094,24221900
2020-09-30,207.72999572753906,211.97999572753906,206.5399932861328,210.3300018310547,207.12525939941406,33829100
2020-10-01,213.49000549316406,213.99000549316406,211.32000732421875,212.4600067138672,209.22280883789062,27158400
2020-10-02,208.0,210.99000549316406,205.5399932861328,206.19000244140625,203.04832458496094,33154800
2020-10-05,207.22000122070312,210.41000366210938,206.97999572753906,210.3800048828125,207.1745147705078,21331600
2020-10-06,208.82000732421875,210.17999267578125,204.82000732421875,205.91000366210938,202.7725830078125,28554300
2020-10-07,207.05999755859375,210.11000061035156,206.72000122070312,209.8300018310547,206.6328887939453,25681100
2020-10-08,210.50999450683594,211.19000244140625,208.32000732421875,210.5800018310547,207.3714599609375,19925800
2020-10-09,211.22999572753906,215.86000061035156,211.22999572753906,215.80999755859375,212.52174377441406,26458000
2020-10-12,218.7899932861328,223.86000061035156,216.80999755859375,221.39999389648438,218.02659606933594,40461400
2020-10-13,222.72000122070312,225.2100067138672,220.42999267578125,222.86000061035156,219.46435546875,28950800
2020-10-14,223.0,224.22000122070312,219.1300048828125,220.86000061035156,217.4948272705078,23421700
2020-10-15,217.10000610351562,220.36000061035156,216.00999450683594,219.66000366210938,216.31312561035156,22733100
2020-10-16,220.14999389648438,222.2899932861328,219.32000732421875,219.66000366210938,216.31312561035156,26057900
2020-10-19,220.4199981689453,222.3000030517578,213.72000122070312,214.22000122070312,210.95596313476562,27625800
2020-10-20,215.8000030517578,217.3699951171875,213.08999633789062,214.64999389648438,211.37942504882812,22753500
2020-10-21,213.1199951171875,216.9199981689453,213.1199951171875,214.8000030517578,211.52716064453125,22724900
2020-10-22,213.92999267578125,216.05999755859375,211.6999969482422,214.88999938964844,211.61578369140625,22351500
2020-10-23,215.02999877929688,216.27999877929688,213.16000366210938,216.22999572753906,212.9353485107422,18879600
2020-10-26,213.85000610351562,216.33999633789062,208.10000610351562,210.0800018310547,206.8790740966797,37111600
2020-10-27,211.58999633789062,214.6699981689453,210.3300018310547,213.25,210.0007781982422,36700300
2020-10-28,207.6699981689453,208.83999633789062,202.10000610351562,202.67999267578125,199.59181213378906,51195600
2020-10-29,204.07000732421875,207.36000061035156,203.3699951171875,204.72000122070312,201.60073852539062,31432600
2020-10-30,203.5,204.2899932861328,199.6199951171875,202.47000122070312,199.385009765625,36953700
2020-11-02,204.2899932861328,205.27999877929688,200.1199951171875,202.3300018310547,199.24716186523438,30842200
2020-11-03,203.88999938964844,208.1199951171875,203.1199951171875,206.42999267578125,203.28468322753906,27512000
2020-11-04,214.02000427246094,218.32000732421875,212.4199981689453,216.38999938964844,213.09292602539062,42311800
2020-11-05,222.0399932861328,224.1199951171875,221.14999389648438,223.2899932861328,219.88778686523438,36080100
2020-11-06,222.25999450683594,224.36000061035156,218.02999877929688,223.72000122070312,220.31126403808594,25231900
2020-11-09,224.44000244140625,228.1199951171875,217.8800048828125,218.38999938964844,215.0624542236328,44395000
2020-11-10,214.5,216.5,209.72000122070312,211.00999450683594,207.79490661621094,44045100
2020-11-11,212.38999938964844,218.0399932861328,212.1999969482422,216.5500030517578,213.25048828125,29440800
2020-11-12,217.2100067138672,219.11000061035156,214.4600067138672,215.44000244140625,212.15740966796875,21593900
2020-11-13,216.36000061035156,217.4199981689453,214.16000366210938,216.50999450683594,213.2111053466797,18621100
2020-11-16,214.8699951171875,217.74000549316406,214.52000427246094,217.22999572753906,213.9201202392578,24953300
2020-11-17,216.10000610351562,217.67999267578125,214.0800018310547,214.4600067138672,211.19232177734375,24154100
2020-11-18,213.64999389648438,215.1699981689453,210.92999267578125,211.0800018310547,208.40805053710938,28372800
2020-11-19,211.3800048828125,213.02999877929688,209.92999267578125,212.4199981689453,209.73106384277344,24792700
2020-11-20,212.1999969482422,213.2899932861328,210.0,210.38999938964844,207.72679138183594,22843100
2020-11-23,210.9499969482422,212.2899932861328,208.16000366210938,210.11000061035156,207.4503173828125,25683500
2020-11-24,209.58999633789062,214.25,208.86000061035156,213.86000061035156,211.15283203125,33979700
2020-11-25,215.11000061035156,215.2899932861328,212.4600067138672,213.8699951171875,211.1627197265625,21012900
2020-11-27,214.85000610351562,216.27000427246094,214.0399932861328,215.22999572753906,212.5054931640625,14512200
2020-11-30,214.10000610351562,214.75999450683594,210.83999633789062,214.07000732421875,211.36019897460938,33064800
2020-12-01,214.50999450683594,217.32000732421875,213.35000610351562,216.2100067138672,213.47311401367188,30904500
2020-12-02,214.8800048828125,215.47000122070312,212.8000030517578,215.3699951171875,212.6437225341797,23724500
2020-12-03,214.61000061035156,216.3800048828125,213.64999389648438,214.24000549316406,211.5280303955078,25120900
2020-12-04,214.22000122070312,215.3800048828125,213.17999267578125,214.36000061035156,211.64651489257812,24666000
2020-12-07,214.3699951171875,215.5399932861328,212.99000549316406,214.2899932861328,211.577392578125,24620000
2020-12-08,213.97000122070312,216.9499969482422,212.88999938964844,216.00999450683594,213.27561950683594,23284100
2020-12-09,215.16000366210938,215.22999572753906,211.2100067138672,211.8000030517578,209.11891174316406,32440600
2020-12-10,211.77000427246094,213.0800018310547,210.36000061035156,210.52000427246094,207.85511779785156,26733300
2020-12-11,210.0500030517578,213.32000732421875,209.11000061035156,213.25999450683594,210.5604248046875,30979400
2020-12-14,213.10000610351562,216.2100067138672,212.8800048828125,214.1999969482422,211.48854064941406,28798400
2020-12-15,215.1699981689453,215.4199981689453,212.24000549316406,214.1300048828125,211.41943359375,27000600
2020-12-16,214.75,220.11000061035156,214.72000122070312,219.27999877929688,216.5042266845703,35023300
2020-12-17,219.8699951171875,220.88999938964844,217.9199981689453,219.4199981689453,216.6424560546875,32515800
2020-12-18,218.58999633789062,219.69000244140625,216.02000427246094,218.58999633789062,215.82296752929688,63354900
2020-12-21,217.5500030517578,224.0,217.27999877929688,222.58999633789062,219.77232360839844,37181900
2020-12-22,222.69000244140625,225.6300048828125,221.85000610351562,223.94000244140625,221.10525512695312,22612200
2020-12-23,223.11000061035156,223.55999755859375,220.8000030517578,221.02000427246094,218.22222900390625,18699600
2020-12-24,221.4199981689453,223.61000061035156,221.1999969482422,222.75,219.93028259277344,10550600
2020-12-28,224.4499969482422,226.02999877929688,223.02000427246094,224.9600067138672,222.11233520507812,17933500
2020-12-29,226.30999755859375,227.17999267578125,223.5800018310547,224.14999389648438,221.31259155273438,17403200
2020-12-30,225.22999572753906,225.6300048828125,221.47000122070312,221.67999267578125,218.87384033203125,20272300
2020-12-31,221.6999969482422,223.0,219.67999267578125,222.4199981689453,219.6044921875,20942100
2021-01-04,222.52999877929688,223.0,214.80999755859375,217.69000244140625,214.9343719482422,37130100
2021-01-05,217.25999450683594,218.52000427246094,215.6999969482422,217.89999389648438,215.1416778564453,23823000
2021-01-06,212.1699981689453,216.49000549316406,211.94000244140625,212.25,209.56321716308594,35930700
2021-01-07,214.0399932861328,219.33999633789062,213.7100067138672,218.2899932861328,215.52676391601562,27694500
2021-01-08,218.67999267578125,220.5800018310547,217.02999877929688,219.6199951171875,216.83993530273438,22956200
2021-01-11,218.47000122070312,218.91000366210938,216.72999572753906,217.49000549316406,214.73692321777344,23031300
2021-01-12,216.5,217.10000610351562,213.32000732421875,214.92999267578125,212.20928955078125,23249300
2021-01-13,214.02000427246094,216.75999450683594,213.92999267578125,216.33999633789062,213.6014404296875,20087100
2021-01-14,215.91000366210938,217.4600067138672,212.74000549316406,213.02000427246094,210.32347106933594,29480800
2021-01-15,213.52000427246094,214.50999450683594,212.02999877929688,212.64999389648438,209.9581756591797,31746500
2021-01-19,213.75,216.97999572753906,212.6300048828125,216.44000244140625,213.70016479492188,30480900
2021-01-20,217.6999969482422,225.7899932861328,217.2899932861328,224.33999633789062,221.5001678466797,37777300
2021-01-21,224.6999969482422,226.3000030517578,222.4199981689453,224.97000122070312,222.1221923828125,30709400
2021-01-22,227.0800018310547,230.07000732421875,225.8000030517578,225.9499969482422,223.0897979736328,30172700
2021-01-25,229.1199951171875,229.77999877929688,224.22000122070312,229.52999877929688,226.6244659423828,33152100
2021-01-26,231.86000061035156,234.17999267578125,230.0800018310547,232.3300018310547,229.38905334472656,49169600
2021-01-27,238.0,240.44000244140625,230.13999938964844,232.89999389648438,229.95181274414062,69870600
2021-01-28,235.61000061035156,242.63999938964844,235.08999633789062,238.92999267578125,235.90548706054688,49111200
2021-01-29,235.99000549316406,238.02000427246094,231.35000610351562,231.9600067138672,229.0237274169922,42503100
2021-02-01,235.05999755859375,242.5,232.42999267578125,239.64999389648438,236.6163787841797,33314200
2021-02-02,241.3000030517578,242.30999755859375,238.69000244140625,239.50999450683594,236.4781494140625,25916300
2021-02-03,239.57000732421875,245.08999633789062,239.25999450683594,243.0,239.92398071289062,27158100
2021-02-04,242.66000366210938,243.24000549316406,240.3699951171875,242.00999450683594,238.9464874267578,25296100
2021-02-05,242.22999572753906,243.27999877929688,240.4199981689453,242.1999969482422,239.1341094970703,18054800
2021-02-08,243.14999389648438,243.67999267578125,240.80999755859375,242.47000122070312,239.4006805419922,22211900
2021-02-09,241.8699951171875,244.75999450683594,241.3800048828125,243.77000427246094,240.68421936035156,23565000
2021-02-10,245.0,245.9199981689453,240.88999938964844,242.82000732421875,239.7462615966797,22186700
